,Unnamed: 0,WH ID,Region ID,Cost,Demand,WH Cap,WH Setup Cost
0,0,502,5098,7.0760000000000005,1,935,1000
1,1,502,5126,7.0760000000000005,9,935,1000
2,2,502,5133,7.0760000000000005,1,935,1000
3,3,502,5135,7.0760000000000005,3,935,1000
4,4,502,5138,4.385,2,935,1000
5,5,502,5166,3.603741935483871,31,935,1000
6,6,502,5244,6.30333,2,935,1000
7,7,502,5246,6.30333,1,935,1000
8,8,502,5255,6.30333,4,935,1000
9,9,502,5269,4.347856666666667,66,935,1000
10,10,502,5272,4.790521785714286,28,935,1000
11,11,502,5280,6.89933,7,935,1000
12,12,502,5299,3.998665,4,935,1000
13,13,502,5320,2.8463325,4,935,1000
14,14,502,5335,4.168422727272727,11,935,1000
15,15,502,5343,5.381463999999999,20,935,1000
16,16,502,5366,6.30333,3,935,1000
17,17,502,5367,5.239638461538462,39,935,1000
18,18,502,5385,4.928861147540983,61,935,1000
19,19,502,5392,5.113825483870968,31,935,1000
20,20,502,5420,5.032427741935483,62,935,1000
21,21,502,5424,4.142590888888889,45,935,1000
22,22,502,5432,4.7319675000000005,44,935,1000
23,23,502,5433,5.113825483870968,155,935,1000
24,24,502,5434,5.070350588235295,102,935,1000
25,25,502,5442,4.900490434782609,23,935,1000
26,26,502,5461,4.540453015873017,63,935,1000
27,27,502,5465,6.30333,3,935,1000
28,28,502,5469,4.62721,11,935,1000
29,29,502,5477,5.062596326530612,49,935,1000
30,30,502,5482,3.2304433333333336,6,935,1000
31,31,502,5500,4.779771063829788,94,935,1000
32,32,502,5514,4.999681111111111,99,935,1000
33,33,502,5545,5.68046301369863,73,935,1000
34,34,502,5562,4.831888979591837,98,935,1000
35,35,502,5581,5.827819333333334,60,935,1000
36,36,502,5594,4.124374,55,935,1000
37,37,502,5600,6.30333,6,935,1000
38,38,502,5620,6.30333,2,935,1000
39,39,502,5647,4.8492478125,32,935,1000
40,40,502,5651,5.235585238095238,21,935,1000
41,41,502,5659,4.921919411764706,17,935,1000
42,42,502,5670,5.307806964285715,56,935,1000
43,43,502,5692,4.9986644444444455,18,935,1000
44,44,502,5707,5.565837200000002,25,935,1000
45,45,502,5730,5.650997222222222,72,935,1000
46,46,502,5737,6.30333,8,935,1000
47,47,502,5746,5.5744370212765935,94,935,1000
48,48,502,5749,5.126575903614458,83,935,1000
49,49,502,5783,4.838959672131146,61,935,1000
50,50,502,5792,4.6536538709677435,31,935,1000
51,51,502,5813,2.8463325,4,935,1000
52,52,502,5814,6.30333,6,935,1000
53,53,502,5828,5.381463999999999,5,935,1000
54,54,502,5830,3.353523571428572,14,935,1000
55,55,502,5837,3.6145541666666654,12,935,1000
56,56,502,5855,4.986378571428572,7,935,1000
57,57,502,5876,3.998665,2,935,1000
58,58,502,5882,4.920531,10,935,1000
59,59,502,5893,5.041665,4,935,1000
60,60,502,5896,5.462219999999999,6,935,1000
61,61,502,5904,5.0130471428571415,7,935,1000
62,62,502,5909,6.30333,1,935,1000
63,63,502,5912,4.6900645,20,935,1000
64,64,502,5922,6.30333,3,935,1000
65,65,502,5944,6.82483,8,935,1000
66,66,502,5960,4.254738888888889,9,935,1000
67,67,502,5965,4.9589420833333335,24,935,1000
68,68,502,5970,5.842397,10,935,1000
69,69,502,5980,5.000693260869566,46,935,1000
70,70,502,5981,6.084665,2,935,1000
71,71,502,5985,5.974092142857144,14,935,1000
72,72,502,5997,4.965137419354838,31,935,1000
73,73,502,6012,5.72716375,8,935,1000
74,74,502,6040,4.478167,150,935,1000
75,75,502,6053,6.30333,2,935,1000
76,76,502,6060,4.286748125,48,935,1000
77,77,502,6076,4.537723455882354,136,935,1000
78,78,502,6091,5.660838260869565,23,935,1000
79,79,502,6103,5.053946346153847,104,935,1000
80,80,502,6105,5.5351083333333335,6,935,1000
81,81,502,6110,6.30333,1,935,1000
82,82,502,6121,4.766886666666666,15,935,1000
83,83,502,6127,5.448317954545455,44,935,1000
84,84,502,6136,4.931435500000001,20,935,1000
85,85,502,6139,4.476369999999998,18,935,1000
86,86,502,6161,6.67467,2,935,1000
87,87,502,6204,4.840198148148149,27,935,1000
88,88,502,6226,6.674670000000001,20,935,1000
89,89,502,6236,5.548394,5,935,1000
90,90,502,6259,5.8445583333333335,12,935,1000
91,91,502,6280,4.621110000000002,3,935,1000
92,92,502,6295,4.327902857142857,14,935,1000
93,93,502,6296,6.30333,4,935,1000
94,94,502,6301,6.1575533333333325,3,935,1000
95,95,502,6306,4.947644705882354,17,935,1000
96,96,502,6310,5.464193529411764,17,935,1000
97,97,502,6315,4.824734736842107,19,935,1000
98,98,502,6317,3.537732,5,935,1000
99,99,502,6322,5.239638461538462,26,935,1000
100,100,502,6344,5.381463999999999,10,935,1000
101,101,502,6345,4.4595980000000015,10,935,1000
102,102,502,6353,6.30333,1,935,1000
103,103,502,6370,6.30333,1,935,1000
104,104,502,6379,3.6145541666666654,12,935,1000
105,105,502,6380,6.30333,1,935,1000
106,106,502,6432,4.621110000000002,3,935,1000
107,107,502,6450,5.72716375,8,935,1000
108,108,502,6452,5.5351083333333335,6,935,1000
109,109,502,6468,6.282504761904763,21,935,1000
110,110,502,6477,4.142306153846153,13,935,1000
111,111,502,6489,5.262513548387097,31,935,1000
112,112,502,6500,6.30333,5,935,1000
113,113,502,6547,3.998665,6,935,1000
114,114,502,6551,4.766886666666667,3,935,1000
115,115,502,6558,4.591375833333333,60,935,1000
116,116,502,6585,4.965553333333334,21,935,1000
117,117,502,6628,4.62721,11,935,1000
118,118,502,6637,2.7659372093023262,86,935,1000
119,119,502,6652,5.279034444444445,9,935,1000
120,120,502,6658,5.864346190476191,21,935,1000
121,121,502,6684,5.352308666666667,15,935,1000
122,122,502,6702,5.498664166666668,12,935,1000
123,123,502,6747,4.947644705882354,17,935,1000
124,124,502,6760,5.961898148148147,27,935,1000
125,125,502,6761,5.1509975,16,935,1000
126,126,502,6762,6.766885555555558,9,935,1000
127,127,502,6766,4.815590143884892,139,935,1000
128,128,502,6778,5.525389888888888,90,935,1000
129,129,502,6791,4.709095416666667,96,935,1000
130,130,502,6793,5.358187857142859,98,935,1000
131,131,502,6795,5.5351083333333335,6,935,1000
132,132,502,6813,3.8714794463667817,289,935,1000
133,133,502,6814,5.3156164285714285,28,935,1000
134,134,502,6819,3.765694251968504,127,935,1000
135,135,502,6828,5.714904893617022,47,935,1000
136,136,502,6885,4.783367482993199,147,935,1000
137,137,502,6908,5.791182222222222,9,935,1000
138,138,502,6914,4.876798,20,935,1000
139,139,502,6927,3.9288266666666662,33,935,1000
140,140,502,6932,5.114553333333333,24,935,1000
141,141,502,6938,5.5351083333333335,6,935,1000
142,142,502,6943,5.3473693269230775,104,935,1000
143,143,502,6959,4.499679130434783,23,935,1000
144,144,502,6980,4.8850746153846165,39,935,1000
145,145,502,6987,2.839043666666667,60,935,1000
146,146,502,6990,5.72716375,8,935,1000
147,147,502,6994,3.937120365853659,82,935,1000
148,148,502,7013,4.78638487654321,162,935,1000
149,149,502,7027,5.4794469565217385,23,935,1000
150,150,502,7041,3.651576938775512,49,935,1000
151,151,502,7050,5.215245744680852,47,935,1000
152,152,502,7058,4.333536923076924,26,935,1000
153,153,502,7062,4.520165,8,935,1000
154,154,502,7063,3.003977741935484,31,935,1000
155,155,502,7074,4.986378571428572,7,935,1000
156,156,502,7085,4.4595980000000015,20,935,1000
